시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
태화종합시장,상설장+5일장,울산광역시 중구 화진길 20-4,울산광역시 중구 태화동 36-13,5일+10일,35.5541998350,129.3074149727,159,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1982,052-211-7804,2024-07-22,B553077,소상공인시장진흥공단
울산시장,상설장,울산광역시 중구 구교로 35,울산광역시 중구 학산동 47-10 신중앙시장,매일,35.5554684942,129.3284088396,378,축산물+수산물+의류+가정용품,,,Y,Y,1997,052-297-1472,2024-07-22,B553077,소상공인시장진흥공단
구역전전통시장,상설장,울산광역시 중구 구역전길 8 학산동,울산광역시 중구 학산동 61-9,매일,35.5559068079,129.3279590718,48,농산물+축산물+가공식품+의류,,,Y,N,2011,052-297-1641,2024-07-22,B553077,소상공인시장진흥공단
구역전시장,상설장,울산광역시 중구 구역전길 24-2 학성동,울산광역시 중구 학성동 432-438,매일,35.5573000796,129.3284132087,65,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1978,052-282-4235,2024-07-22,B553077,소상공인시장진흥공단
역전시장,상설장,울산광역시 중구 구역전길 14 학성동,울산광역시 중구 학성동 436-20,매일,35.5561992688,129.3284825803,52,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1978,052-296-8323,2024-07-22,B553077,소상공인시장진흥공단
학성새벽시장,상설장,울산광역시 중구 새벽시장3길 23,울산광역시 중구 학성동 359-2,매일,35.5566460611,129.3326872545,170,농산물+축산물+수산물+가공식품+의류+가정용품+음식점,,,Y,Y,1974,052-298-3619,2024-07-22,B553077,소상공인시장진흥공단
학성종합시장,상설장,울산광역시 중구 새치로 28,울산광역시 중구 학성동 467-1,매일,35.5544193329,129.3320513294,32,축산물+가공식품+가정용품+음식점,,,Y,N,1983,,2024-07-22,B553077,소상공인시장진흥공단
중앙시장,상설장,강원특별자치도 강릉시 금성로21,강원특별자치도 강릉시 성남동 50,매일,37.7540235942,128.8986232972,276,농산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1980,033-648-4477,2024-07-22,B553077,소상공인시장진흥공단
강릉성남시장,상설장,강원특별자치도 강릉시 중앙시장1길 16,강원특별자치도 강릉시 성남동 54-10,매일,37.7534507502,128.8992156569,128,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2008,033-647-0006,2024-07-22,B553077,소상공인시장진흥공단
강릉동부시장,상설장,강원특별자치도 강릉시 옥천로 48,강원특별자치도 강릉시 옥천동 223,매일,37.7600657222,128.9006623763,147,농산물+가공식품+의류+음식점,,,Y,Y,1977,,2024-07-22,B553077,소상공인시장진흥공단
반여2동상가시장,상설장,부산광역시 해운대구 해운대로61번길 95-83,부산광역시 해운대구 반여2동 1291-1425,매일,35.1960261977,129.1290476787,75,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,2010,,2024-07-22,B553077,소상공인시장진흥공단
반여3동골목시장,상설장,부산광역시 해운대구 재반로256번길 8,부산광역시 해운대구 반여3동 1607-2,매일,35.1999394081,129.1320531101,55,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,1975,,2024-07-22,B553077,소상공인시장진흥공단
우동종합상가시장,상설장,부산광역시 해운대구 해운대로383번길 37-10,부산광역시 해운대구 우2동 1092 16,매일,35.1706797200,129.1388575000,51,농산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1978,,2024-07-22,B553077,소상공인시장진흥공단
재송시장,상설장,부산광역시 해운대구 재송1로60번길 16 서해재송아파트,부산광역시 해운대구 재송1동 1080-5,매일,34.89353685,127.132995,68,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1982,,2024-07-22,B553077,소상공인시장진흥공단
재송한마음시장,상설장,부산광역시 해운대구 재반로 81-20,부산광역시 해운대구 재송동 1089-18,매일,35.1860753916,129.1246062080,67,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2013,,2024-07-22,B553077,소상공인시장진흥공단
좌동재래시장,상설장,부산광역시 해운대구 좌동로91번길 20,부산광역시 해운대구 좌동 892,매일,35.1730690700,129.1744556000,75,농산물+가공식품+의류+가정용품+음식점,,,Y,Y,2005,051-703-3337,2024-07-22,B553077,소상공인시장진흥공단
해운대시장,상설장,부산광역시 해운대구 구남로41번길 22-1,부산광역시 해운대구 중1동 1394-193,매일,35.1614038701,129.1623153431,108,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1910,051-746-3001,2024-07-22,B553077,소상공인시장진흥공단
울산산업공구월드,상설장,울산광역시 남구 갈밭로 24 삼산동,울산광역시 남구 삼산동 1591-4 울산산업공구월드,매일,35.27450239,126.494082,286,공구 컴퓨터,,www.ulsantool.com,Y,Y,1998,052-266-8796,2024-07-22,B553077,소상공인시장진흥공단
(주)신정시장,상설장,울산광역시 남구 월평로47번길 7,울산광역시 남구 신정동 630-1,매일,35.5423375239,129.3102795026,94,농산물+축산물+수산물+가공식품+의류+음식점+근린생활서비스,,,Y,N,1998,052-272-2085,2024-07-22,B553077,소상공인시장진흥공단
신정상가시장,상설장,울산광역시 남구 중앙로241번길 14-1,울산광역시 남구 신정동 634-10,매일,35.5419754327,129.3090686443,252,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,http://facebook.com/sinjeongmarket,Y,N,2005,052-274-7388,2024-07-22,B553077,소상공인시장진흥공단
신정평화시장,상설장,울산광역시 남구 봉월로 67번길 17,울산광역시 남구 신정동 1600-3 신정평화시장,매일,35.5383402491,129.3035364612,57,농산물+축산물+가공식품+의류+음식점+근린생활서비스,,,Y,Y,2005,052-275-2868,2024-07-22,B553077,소상공인시장진흥공단
수암상가시장,상설장,울산광역시 남구 수암로 128번길 12,울산광역시 남구 야음동 697-9,매일,35.5269763569,129.3207645350,83,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2005,052-275-4041,2024-07-22,B553077,소상공인시장진흥공단
야음상가시장,상설장,울산광역시 남구 수암로 244-6,울산광역시 남구 야음동 815-10,매일,35.5236150258,129.3318642276,60,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,2005,052-265-0338,2024-07-22,B553077,소상공인시장진흥공단
울산번개시장,상설장,울산광역시 남구 신선로184번길 46-1 야음동,울산광역시 남구 야음동 375-55,매일,35.5202380032,129.3367705035,96,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,2005,051-267-4080,2024-07-22,B553077,소상공인시장진흥공단
수암종합시장,상설장,울산광역시 남구 수암로 124 야음동,울산광역시 남구 야음동 698-1,매일,35.5275044304,129.3210052701,54,농산물+의류+신발+음식점+근린생활서비스,,,Y,N,2005,052-266-5863,2024-07-22,B553077,소상공인시장진흥공단
남목마성시장,상설장,울산광역시 동구 남목17길 9 동부동,울산광역시 동구 동부동 310-2,매일,35.5427238814,129.4273867303,125,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1980,,2024-07-22,B553077,소상공인시장진흥공단
동울산종합시장,상설장,울산광역시 동구 진성14길 77 전하동,울산광역시 동구 전하동 661-1,매일,35.5088307438,129.4254285633,80,농산물+축산물+수산물+가공식품+의류+가정용품+음식점,,,Y,Y,1983,,2024-07-22,B553077,소상공인시장진흥공단
대송농수산물시장,상설장,울산광역시 동구 대송1길 49 화정동,울산광역시 동구 화정동 167-15,매일,35.4994779003,129.4212281612,82,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1991,052-252-7344,2024-07-22,B553077,소상공인시장진흥공단
월봉시장,상설장,울산광역시 동구 진성14길 94 전하동,울산광역시 동구 화정동 647-2,매일,35.4947938700,129.4240557000,143,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,1980,052-234-8997,2024-07-22,B553077,소상공인시장진흥공단
염포시장(신전시장),상설장,울산광역시 북구 새장터6길 4,울산광역시 북구 염포동 194-1,매일,35.5355257173,129.3907460327,37,농산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,1985,052-287-3666,2024-07-22,B553077,소상공인시장진흥공단
호계공설시장,상설장+5일장,울산광역시 북구 호계3길 17-11,울산광역시 북구 호계동 869-1 호계공설시장,1일+6일,35.6236161134,129.3557379646,73,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2000,052-295-7398,2024-07-22,B553077,소상공인시장진흥공단
화봉시장(화봉종합시장),상설장,울산광역시 북구 상방로 94,울산광역시 북구 화봉동 448-2,매일,35.5888199745,129.3658256726,48,농산물+축산물+수산물+가공식품+의류+가정용품+음식점,,,Y,Y,1996,,2024-07-22,B553077,소상공인시장진흥공단
봉계공설시장,상설장+5일장,울산광역시 울주군 두동면 계명3길 9,울산광역시 울주군 두동면 봉계리 525,4일+9일,35.7133818231,129.1991737998,18,농산물+가공식품+음식점+근린생활서비스,,,Y,Y,1941,,2024-07-22,B553077,소상공인시장진흥공단
언양공설시장,상설장+5일장,,울산광역시 울주군 언양읍 남부리 336-20,2일+7일,35.5628726606,129.1258239833,57,농산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1915,,2024-07-22,B553077,소상공인시장진흥공단
언양종합상가시장,상설장,울산광역시 울주군 언양읍 장터1길22,울산광역시 울주군 언양읍 남부리 124-2,매일,35.5637001018,129.1256956080,89,농산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1984,052-254-0896,2024-07-22,B553077,소상공인시장진흥공단
거제시장,상설장,부산광역시 연제구 거제시장로14번길28,부산광역시 연제구 거제동 486-1,매일,35.1819315677,129.0727929256,88,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1970,051-852-6134,2024-07-22,B553077,소상공인시장진흥공단
영남종합시장,상설장,부산광역시 연제구 중앙대로1031-1,부산광역시 연제구 연산동 1364-2,매일,35.1807747900,129.0770184000,33,가공식품+음식점+근린생활서비스,,,Y,Y,1978,051-852-0046,2024-07-22,B553077,소상공인시장진흥공단
연미새시장,상설장,부산광역시 연제구 배산로22번길3,부산광역시 연제구 연산동 2122-26,매일,35.1741257800,129.0945796000,33,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,N,1977,,2024-07-22,B553077,소상공인시장진흥공단
연일시장,상설장,부산광역시 연제구 고분로 24,부산광역시 연제구 연산동 636-28,매일,35.1855721700,129.0848775000,50,농산물+가공식품+의류+가정용품+음식점+근린생활서비스,,,Y,N,1978,,2024-07-22,B553077,소상공인시장진흥공단
연천시장,상설장,부산광역시 연제구 과정로276번길28,부산광역시 연제구 연산동 364-1,매일,35.1897840797,129.0980890932,90,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1980,,2024-07-22,B553077,소상공인시장진흥공단
영도봉래시장,상설장,부산광역시 영도구 태종로105번길 36,부산광역시 영도구 봉래동 3가 13-2,매일,35.0927208779,129.0432815397,137,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1970,051-413-3111,2024-07-22,B553077,소상공인시장진흥공단
남항시장,상설장,부산광역시 영도구 절영로 49번길 73-5,부산광역시 영도구 영선동2가 64-6,매일,35.0889076104,129.0422625775,228,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1960,051-414-9500,2024-07-22,B553077,소상공인시장진흥공단
청학시장,상설장,부산광역시 영도구 태종로 316번길 1,부산광역시 영도구 청학동 297-1,매일,35.0966036489,129.0603435491,80,농산물+축산물+수산물+가공식품+가정용품+음식점,,,Y,Y,1970,,2024-07-22,B553077,소상공인시장진흥공단
남포동건어물도매시장,상설장,부산광역시 중구 용미길10번길 1,부산광역시 중구 남포동1가 62-1,매일,35.0968383329,129.0347275239,122,가공식품,,,Y,Y,1934,051-254-3311,2024-07-22,B553077,소상공인시장진흥공단
자갈치시장,상설장,부산광역시 중구 자갈치해안로 52,부산광역시 중구 남포동4가 37-1,매일,35.0966137769,129.0305836910,320,수산물+가공식품+음식점,,,Y,Y,1970,051-245-2594,2024-07-22,B553077,소상공인시장진흥공단
부산자갈밭시장,상설장,부산광역시 중구 남포동 자갈치해안로 52,부산광역시 중구 남포동4가 37-1,매일,35.0966137769,129.0305836910,63,수산물+음식점,,,Y,Y,1970,051-231-2263,2024-07-22,B553077,소상공인시장진흥공단
신동아수산물종합시장,상설장,부산광역시 중구 자갈치로 42,부산광역시 중구 남포동5가 92,매일,35.0967213403,129.0286701344,520,수산물+음식점,,,Y,Y,1986,051-246-7500,2024-07-22,B553077,소상공인시장진흥공단
신천지시장,상설장,부산광역시 중구 자갈치로 33,부산광역시 중구 남포동6가 3,매일,35.0970547949,129.0278396892,147,의류+신발+가정용품+음식점,,,Y,Y,1980,051-246-1012,2024-07-22,B553077,소상공인시장진흥공단
보수종합시장,상설장,부산광역시 중구 보수대로 94,부산광역시 중구 보수동3가 46-1,매일,35.1042114263,129.0218075470,52,농산물+가공식품+음식점+가내공업,,,Y,Y,1978,052-255-3601,2024-07-22,B553077,소상공인시장진흥공단
창선상가,상설장,"부산광역시 중구 중구로 44, 331호",부산광역시 중구 부평동1가 13-6,매일,35.1019403674,129.0277410799,144,가정용품+기계 공구,,,Y,Y,1948,051-246-9565,2024-07-22,B553077,소상공인시장진흥공단
부평깡통시장,상설장,부산광역시 중구 부평1길 39,부산광역시 중구 부평동2가 16,매일,35.1012885051,129.0257335943,462,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1910,051-243-1128,2024-07-22,B553077,소상공인시장진흥공단
월드밸리,상설장,부산광역시 중구 대청로 60,부산광역시 중구 부평동2가 2,매일,35.1028042906,129.0263584328,300,의류+장식품,,,Y,Y,1995,051-256-7751,2024-07-22,B553077,소상공인시장진흥공단
